title,ref,abstract,tmp,type,date,country,checked
Predictors of diabetes-related quality of life after transitioning to the insulin pump.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/18577542/),"
To examine family and individual psychosocial, medical, and demographic factors associated with improved diabetes-related quality of life (QOL) after transitioning to the insulin pump among youth with type 1 diabetes.
Fifty-three parent-child dyads completed questionnaires on four occasions prior to and following this medical regimen change, assessing QOL, family environment, depressive and anxiety symptoms, and medical and demographic information. Trajectories of change in QOL were analyzed using multilevel modeling.
Psychosocial, medical, and demographic characteristics were associated with QOL prior to pump-start. Elements of children's QOL significantly improved after the transition, and improvement was predicted by psychosocial, medical, and demographic characteristics.
Results indicate that individual and contextual factors may play a role in QOL as children transition to the insulin pump. Findings may guide efforts to support families through this challenging time and potentially inform candidacy for transition to the pump.
",Double click,ObservationalStudy,2008.0,United States,Not done
Continuous glucose monitoring in insulin pump treated children.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/22964124/),"
Insulin pump therapy aims to improve glycemic control and decrease the risk of hypoglycemia in type 1 diabetes.
To evaluate interstitial glucose levels and the frequency, duration and symptoms of hypo- and hyperglycemia through the use of a continuous glucose monitoring system (GGMS) in children and adolescents with insulin pump-treated type 1 diabetes, and to determine whether this monitoring method is well tolerated by these patients.
Thirteen patients (4 boys) with insulin pump-treated type 1 diabetes mellitus were monitored. Age was 10.6±3.5 (range, 3.2-13.6) years, diabetes duration was 5.0±3.2 years, pump therapy duration was 12.0±4.6 months, insulin dose was 0.99 ± 0.19 U/kg/day, and last hemoglobin A1c level was 7.1% ± 0.8%. The Minimed CGMS was used for 72 hours.
A 3-year-old preschool child did not tolerate the CGMS. Interstitial glucose concentration was 187±40 mg/dl. Hypoglycemia (below 70mg/dl) accounted for 3.6% ± 5.6% of total time, while hyperglycemia (above 180 mg/dl) occurred 47.3% ± 17.4% of the time. No asymptomatic hypoglycemia episodes were detected.
Insulin pump-treated children and adolescents showed an irregular interstitial glucose level and did not achieve normoglycemia. In our patients, adrenergic symptoms of hypoglycemia were preserved and the CGMS was generally well tolerated.
Copyright © 2008 Sociedad Española de Endocrinología y Nutrición. Published by Elsevier Espana. All rights reserved.
",Double click,ObservationalStudy,2008.0,Spain,Not done
Optimizing postprandial glycemia in pediatric patients with type 1 diabetes using insulin pump therapy: impact of glycemic index and prandial bolus type.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/18509207/),"
Postprandial glycemic excursions may contribute to the development of diabetes-related complications. Meals of high and low glycemic index (GI) have distinct effects on postprandial glycemia (PPG). Insulin pump therapy offers the potential to tailor insulin delivery to meal composition; however, optimal bolus types for meals of different glycemic loads have not been defined. We sought to compare the impact of GI combined with varying prandial bolus types on PPG.
An open crossover study examining the effects of four different meal and bolus-type combinations on 3-h PPG (measured by continuous glucose-monitoring system [CGMS]) was conducted. A total of 20 young people aged 8-18 years with type 1 diabetes using insulin-pump therapy participated. Meals had equal macronutrient, energy, and fiber content and differed only in GI (low vs. high). Participants consumed meals of the same GI on consecutive days and were randomized to receive either a standard (100%) or a dual-wave (DW) (50:50% over 2 h) bolus each day. CGMS data from 10 healthy control participants established the target response to each meal.
A DW bolus before low-GI meals decreased PPG area under the curve (AUC) by up to 47% (P = 0.004) and lowered the risk of hypoglycemia for the same premeal glucose (P = 0.005) compared with standard bolus. High-GI meals resulted in significant upward PPG excursions with greater AUC (P = 0.45), regardless of bolus type.
These data support the use of a DW bolus with low GI meals to optimize PPG in patients with type 1 diabetes using insulin pump therapy.
",Double click,ObservationalStudy,2008.0,United States,Not done
The use of insulin pump therapy in the pediatric age group.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/18493145/),"
Diabetic children and their caregivers face the never-ceasing challenge of maintaining blood glucose levels as close as possible to the normal range so as to prevent or delay long-term micro- and macrovascular complications, to minimize the risk of severe hypoglycemic episodes, and to improve quality of life. Continuous subcutaneous insulin infusion (CSII) therapy represents a treatment option that can aid in achieving these goals. Granted that insulin secretor responses to physiological stimuli are complex and difficult to duplicate, CSII is the most physiological method of insulin delivery currently available, simulating the pattern of insulin secretion with a continuous adjustable 'basal' delivery and superimposed mealtime 'boluses'. CSII offers greater flexibility and more precise insulin delivery than do multiple daily injections, and thus can reduce the frequency of severe hypoglycemia. However, when CSII was compared to multiple daily injections in randomized crossover or controlled trials in children or adolescents, generally there was no significant difference in HbA1c. This review briefly summarizes the current state of knowledge regarding the use of CSII in pediatric and adolescent patients with type 1 diabetes mellitus.
Copyright 2008 S. Karger AG, Basel.
",Double click,ObservationalStudy,2008.0,Switzerland,Not done
"Effects of insulin pump vs. injection treatment on quality of life and impact of disease in children with type 1 diabetes mellitus in a randomized, prospective comparison.",[Pubmed](https://pubmed.ncbi.nlm.nih.gov/18466210/),"
Effects of pump treatment vs. four times daily injections were explored in children with diabetes with regard to quality of life and impact of disease as well as adverse effects and parameters of metabolic control.
An open, parallel, randomized controlled prospective comparative study lasting 14 months was completed by 38 type 1 children with diabetes (age 4-16 yr) following a 3.5-months run-in phase. Standardized quality-of-life Pediatric Quality of life Inventory (PedsQL) and impact of disease scores were obtained every 3.5 months as well as regular medical parameters. Parallel treatment group data and longitudinal within-patient data were analysed for each treatment modality.
Within-patient comparisons of the two treatment modalities showed significant improvement in PedsQL and impact scores after pump treatment. Treatment group comparisons did not show significant improvement. Pump treatment resulted in decreased symptomatic hypoglycaemia and lowered haemoglobin A1c by 0.22% after run in.
Within-patient comparison suggests that metabolic control, frequency of severe hypoglycaemia (a threefold decrease), quality of life and impact of disease scores are improved by pump treatment in comparison to regular treatment with four daily insulin injections.
",Double click,ObservationalStudy,2008.0,Denmark,Not done
Computer-assisted glucose control in critically ill patients.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/18389221/),"
Intensive insulin therapy is associated with the risk of hypoglycemia and increased costs of material and personnel. We therefore evaluated the safety and efficiency of a computer-assisted glucose control protocol in a large population of critically ill patients.
Observational cohort study in three intensive care units (32 beds) in a 1,300-bed university teaching hospital.
All 2,800 patients admitted to the surgical, neurosurgical, and cardiothoracic units; the study period started at each ICU after implementation of Glucose Regulation for Intensive Care Patients (GRIP), a freely available computer-assisted glucose control protocol.
We analysed compliance in relation to recommended insulin pump rates and glucose measurement frequency. Patients were on GRIP-ordered pump rates 97% of time. Median measurement time was 5min late (IQR 20min early to 34 min late). Hypoglycemia was uncommon (7% of patients for mild hypoglycemia, < 3.5mmol/l; 0.86% for severe hypoglycemia, < 2.2 mmol/l). Our predefined target range (4.0-7.5 mmol/l) was reached after a median of 5.6 h (IQR 0.2-11.8) and maintained for 89% (70-100%) of the remaining stay at the ICU. The number of measurements needed was 5.9 (4.8-7.3) per patient per day. In-hospital mortality was 10.1%.
Our computer-assisted glucose control protocol provides safe and efficient glucose regulation in routine intensive care practice. A low rate of hypoglycemic episodes was achieved with a considerably lower number of glucose measurements than used in most other schemes.
",Double click,ObservationalStudy,2008.0,United States,Not done
Insulin-pump use in everyday practice: data from an exhaustive regional registry in France.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/18289909/),"
The aim of this study is to evaluate the effectiveness and safety of continuous subcutaneous insulin infusion (CSII) under real-life conditions among all patients treated with CSII in the south of Paris.
The 42 diabetologists practising in the region enrolled all patients treated with CSII or admitted for CSII initiation. During the study visit, the data for pump use and clinical results were recorded.
Data were obtained for 424 patients, mean age 44.2+/-15.6 years, disease duration 18.7+/-10.6 years, including 339 treated with CSII for longer than three months (mean duration: 3.5+/-3.5 years; range: 3-258 months). Most of the patients (N=285, 84.8%) had type 1 diabetes; 44 (13.1%) had type 2 diabetes. In patients treated for more than three months, HbA1c decreased significantly between CSII initiation (9.1+/-1.9%) and the study visit (7.8+/-1.4%; P<0.0001). Patients with HbA1c >9%, using the pump, experienced a significant 0.9% improvement in their HbA1c levels with CSII versus multiple daily injections (P=0.001). The number of episodes of moderate hypoglycaemia was 2.7+/-2.5 per patient per week; of severe hypoglycaemia, 0.34 per patient per year and of ketoacidosis, 0.11 per patient per year. Factors significantly associated with HbA1c levels included amount of physical activity, pregnancy, HbA1c at CSII initiation and number of glucose self-determinations. Those associated with the number of moderate hypoglycaemia episodes were basal rate number, female gender and HbA1c level. HbA1c was negatively correlated with moderate hypoglycaemia (P<0.001), but not with severe hypoglycaemia.
This 'pump' registry establishes the effectiveness of CSII in everyday practice, yet underscores the risks of severe hypoglycaemia and ketosis episodes. It could help diabetologists to improve patient training programmes and follow-up.
",Double click,ObservationalStudy,2008.0,France,Not done
Fully automated closed-loop insulin delivery versus semiautomated hybrid control in pediatric patients with type 1 diabetes using an artificial pancreas.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/18252903/),"
The most promising beta-cell replacement therapy for children with type 1 diabetes is a closed-loop artificial pancreas incorporating continuous glucose sensors and insulin pumps. The Medtronic MiniMed external physiological insulin delivery (ePID) system combines an external pump and sensor with a variable insulin infusion rate algorithm designed to emulate the physiological characteristics of the beta-cell. However, delays in insulin absorption associated with the subcutaneous route of delivery inevitably lead to large postprandial glucose excursions.
We studied the feasibility of the Medtronic ePID system in youth with type 1 diabetes and hypothesized that small manual premeal ""priming"" boluses would reduce postprandial excursions during closed-loop control. Seventeen adolescents (aged 15.9 +/- 1.6 years; A1C 7.1 +/- 0.8%) underwent 34 h of closed-loop control; 8 with full closed-loop (FCL) control and 9 with hybrid closed-loop (HCL) control (premeal priming bolus).
Mean glucose levels were 135 +/- 45 mg/dl in the HCL group versus 141 +/- 55 mg/dl in the FCL group (P = 0.09); daytime glucose levels averaged 149 +/- 47 mg/dl in the HCL group versus 159 +/- 59 mg/dl in the FCL group (P = 0.03). Peak postprandial glucose levels averaged 194 +/- 47 mg/dl in the HCL group versus 226 +/- 51 mg/dl in the FCL group (P = 0.04). Nighttime control was similar in both groups (111 +/- 27 vs. 112 +/- 28 mg/dl).
Closed-loop glucose control using an external sensor and insulin pump provides a means to achieve near-normal glucose concentrations in youth with type 1 diabetes during the overnight period. The addition of small manual priming bolus doses of insulin, given 15 min before meals, improves postprandial glycemic excursions.
",Double click,ObservationalStudy,2008.0,United States,Not done
Use of CoZmonitor in youth with type 1 diabetes.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/18221430/),"
The purpose of this study was to evaluate the effectiveness of directly integrating self-monitoring blood glucose (BG) information with insulin pump therapy on overall glycemic control.
In this randomized trial, 34 youth with type 1 diabetes using insulin pump therapy were trained on the use of the Deltec Cozmo Insulin Pump. Seventeen were randomized to use the CoZmonitor Blood Glucose Module, a device that attaches to the back of the pump using FreeStyle technology to perform BG tests which read directly on the pump screen. The remaining 17 (control group) used a FreeStyle Flash meter, a stand-alone BG meter, for their BG testing. At baseline, 3 and 6 months, the subjects filled out a questionnaire, had a hemoglobin A1c (HbA1c) test, and had pumps and meters downloaded.
After 3 months of study, there were no changes in mean HbA1c (+/- SD) values for the experimental (8.7 +/- 1.1 to 8.6 +/- 1.1) or the control groups (9.1 +/- 1.4 to 9.2 +/- 1.5). There were also no significant differences in HbA1c values after 6 months. The average number of BG tests per day did not change significantly in either group during the study. After 3 and 6 months, the experimental group rated satisfaction with the use of the CoZmonitor at 4.4 and 3.8 (respectively) on a five-point Likert scale, with 5 being the most satisfied.
Although significant changes in HbA1c values or the number of BG tests were not found, use of the BG module had a positive level of satisfaction.
",Double click,ObservationalStudy,2008.0,Denmark,Not done
Nutritional management of children and adolescents on insulin pump therapy - a survey of Australian Practice.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/18221428/),"
The aims of the survey were to review nutritional care provided to children on insulin pump therapy (IPT) and to identify areas of consensus in medical nutrition therapy. Interventions were compared with existing evidence for best practice.
A questionnaire was sent to Dieticians in tertiary pediatric diabetes centers in Australia. Data were gathered on clinic demographics, reasons for commencement of pump therapy, and time spent in medical nutrition therapy. Details of nutrition education strategies were identified. Outcomes from nutrition interventions were reported.
A 100% response rate was achieved (n = 12). A number of nutrition therapy interventions were provided to children on IPT. These included carbohydrate counting, glycemic index (GI), and carbohydrate exchanges. At most centers, nutrition education involved teaching dose adjustment for meals based on the carbohydrate content of the meal with estimations to within 5 g. All centers taught GI. The format of nutrition education, including number and length of consults, varied greatly between centers. Only one center had developed nutrition guidelines for managing insulin pump patients.
Most pediatric diabetes centers in Australia did not follow nutrition guidelines for the management of children on IPT. There were inconsistencies in the number and length of nutrition consultations provided. Some strategies employed in nutrition education were not supported by existing guidelines for best practice. Differences between centers highlighted gaps in the evidence for nutrition therapy interventions in children on pumps.
",Double click,ObservationalStudy,2008.0,Denmark,Not done
Quantifying the impact of a short-interval interruption of insulin-pump infusion sets on glycemic excursions.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/18056889/),"
This prospective, open-label study was designed to measure the impact of short-term infusion-set disconnects on glucose levels. Continuous subcutaneous insulin infusion therapy allows for uninterrupted delivery of insulin. Patients disconnect their insulin pumps from their infusion sets when showering, swimming, exercising, or during intimate moments. Interrupting insulin infusion results in cessation of basal insulin delivery. Nineteen subjects with type 1 diabetes were studied on two separate in-clinic days. One hour after arriving at the clinic in a fasting state, subjects either temporarily disconnected their infusion sets from their pumps, interrupting basal insulin infusion for 30 min, or, on a separate day, changed their infusion sets. Glucose levels were monitored for an additional 4 h on both occasions. Changing infusion sets did not affect short-term glucose control. However, the 30-min interruption of basal insulin infusion resulted in significant glucose elevation; approximately 1 mg/dl for each minute basal insulin infusion was interrupted.
",Double click,RCT,2007.0,United States,Done
Fetal growth in women managed with insulin pump therapy compared to conventional insulin.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/18006209/),"
Fetal hyperinsulinaemia secondary to maternal hyperglycaemia is considered to be the driving force behind excessive fetal growth. We hypothesised that insulin pump therapy (continuous subcutaneous insulin infusion, CSII) would improve maternal glycaemic control and normalise fetal growth parameters. To this end, this study compares maternal glycaemic control and fetal growth of women receiving insulin pump therapy with those receiving conventional insulin therapy.
Prospective non-randomised study of 42 women with pre-existing diabetes attending a joint obstetric diabetic clinic. Each woman was offered the choice of commencing insulin pump therapy or remaining on a conventional insulin regime. Estimated fetal weight and fetal growth velocity were calculated from routinely collected third trimester ultrasound biometry and expressed as standard deviation (Z) scores.
Eighteen women commenced insulin pump therapy. There was no difference in pre-conception glycosylated haemoglobin A1c concentrations (HbA1c) between pump and conventional therapy groups (mean HbA1c 7.62 versus 8.01; p=0.49) or third trimester glycaemic control (mean HbA1c 6.63 versus 6.44; p=0.51). Women using pump therapy had similar mean growth velocity Z scores (1.5 versus 1.36; p=0.83), similar mean estimated fetal weight Z scores prior to delivery (2.80 versus 2.16; p=0.16) and similar mean birthweight Z scores (2.09 versus 2.00; p=0.86) compared to women using conventional insulin therapy.
This small, non-randomised study suggests that the use of insulin pump therapy offers no benefit in terms of normalising fetal growth velocity, fetal size, birthweight or improving maternal glycaemic control compared to conventional insulin therapy.
",Double click,RCT,2007.0,Ireland,Done
Pediatric quality of life in transitioning to the insulin pump: does prior regimen make a difference?,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/17585009/),"
A shift in conventional diabetes management has graduated to basal (glargine) and bolus (rapid-acting analogue) therapy via multiple daily injections or continuous subcutaneous insulin infusion (CSII). Continuous subcutaneous insulin infusion is considered the most intensive type of diabetes management, and before transitioning, consideration of regimen benefits should include lifestyle and quality-of-life issues in addition to medical benefits. Short-term and long-term changes in children's quality of life, as a function of their pre-CSII diabetes regimen, was assessed in 52 children before their transition to CSII from a conventional or multiple daily injection regimen. Results demonstrated significant improvement in quality of life only for those children transitioning to CSII from conventional vs multiple daily injection regimens; results were maintained at 6 months following pump initiation. Quality of life is an important consideration as children transition from more traditional to intensive regimens, and CSII devices may not necessarily improve satisfaction with diabetes control in all pediatric patients. Risks and benefits of both intensive regimens should be discussed before making the transition.
",Double click,RCT,2007.0,United States,Done
Telemedicine: insulin pump controlled via the Global System for Mobile Communications (GSM).,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/17382499/),"
In the future, the delivery of drugs using telemetric techniques will become more and more important. In the present investigations an experimental insulin pump has been developed which is remote-controlled via a computer program and the Global System for Mobile Communications (GSM). The commands for pump control are transferred in encrypted form via the Short Message Service (SMS). The pump can be programmed in advance for a time period of 24 h. An integrated sensor gives exact information about the number of steps executed by the stepping motor which is controlling the drug release. Model experiments show that there is almost no delay between sending the control SMS and execution of the commands by the pump.
",Double click,ObservationalStudy,2007.0,Netherlands,Done
Systematic literature review: quality of life associated with insulin pump use in Type 1 diabetes.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/17367304/),"
To review systematically the published literature addressing whether continuous subcutaneous insulin infusion (CSII) provides any quality of life benefits to people with Type 1 diabetes.
Electronic databases and published references were searched and a consultation with two professional groups was undertaken to identify relevant studies published up to July 2005. A multistep selection process was then undertaken to identify those articles which met the specific selection criteria, which were then critically reviewed.
Eighty-four potential relevant articles were identified from examination of titles and abstracts published during the specified time frame. Of these, 28 articles were retrieved in full text, of which 17 fulfilled the specific criteria for inclusion. Mixed results emerged from existing literature. Of the five randomized controlled trials, three reported mixed results, with one study reporting quality of life benefits and one reporting no evidence of quality of life benefits.
There is conflicting evidence reported in the various studies on the quality of life benefits of CSII in Type 1 diabetes. Existing research is flawed, making a judgement about the quality of life benefits of insulin pump use difficult. There is no strong evidence against quality of life benefits associated with CSII or otherwise, with poor methodology and inconsistent assessment of quality of life clouding the issue. The lack of reported benefit is probably a function of this rather than pump therapy not offering any quality of life benefits.
",Double click,ObservationalStudy,2007.0,England,Done
Metabolic control with insulin pump therapy: the Waikato experience.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/17277817/),"
To report the effect of insulin pump therapy on glycaemic control and on hypoglycaemia and ketosis rates in Type 1 diabetic patients.
A retrospective audit of the management of patients with Type 1 diabetes treated with insulin pump therapy at the Waikato Diabetes Service (Hamilton, New Zealand) between September 1997 and December 2004.
The data of 105 patients currently on continuous subcutaneous insulin infusion (CSII) at the time of data collection were examined. CSII use had occurred for a mean of 3.0+/-2.6 years. HbA1c% improved significantly from 8.9+/-1.3% to 7.9+/-1.0% (P<0.001) at 3 months and 7.9+/-0.95% (P<0.001) at 6 months post CSII. This reduction was maintained after 1, 2, and 3 years and the difference was statistically significant (P<0.001). In the adolescent subgroup (n=27) we observed a similar significant reduction in HbA1c% that was maintained after 1 year of pump therapy. The incidence of severe hypoglycaemia was reduced from 0.75 cases per patient-year during multiple daily injection (MDI) pre-pump to 0.05 cases per patient-year during CSII (P<0.001). In some cases hypoglycaemia awareness was restored. There was no evidence to suggest increased tendency for diabetic ketoacidosis (DKA) with continuing use of insulin pumps. Conclusion Our experience showed that insulin pump therapy was effective and safe for both adults and adolescents with Type 1 diabetes. The reduction in HbA1c% was both statistically and clinically highly significant. Wider usage of this technology in New Zealand is warranted.
",Double click,ObservationalStudy,2007.0,New Zealand,Not done
Predictors of glycemic control on insulin pump therapy in children and adolescents with type I diabetes.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/16704885/),"
To determine variables predictive of glycemic control in a large population of pediatric patients with type 1 diabetes on continuous subcutaneous insulin infusion (CSII).
Charts of patients on CSII for > or =1 year were reviewed. ""Good"" control was a priori defined as HbA1c < or =9% in patients under 12 years of age, and < or =8% in patients over 12 years.
Ninety-three patients were identified (57 girls and 36 boys). Their mean age at pump start was 11.6+/-3.1 years with duration of diabetes of 4.7+/-3.1 years. Average time on pump therapy was 2.4+/-0.8 years. HbA1C decreased from 8.7+/-0.9% prior to pump therapy to 8.3+/-0.6% while on CSII (p < 0.01). Despite analysis of a large number of possible predictors, only number of basal rates (4.4 versus 3.4) and younger age (10.0 years versus 13.1 years) correlated with good control.
Only younger age and use of more basal rates were predictive of good diabetes control in children using CSII. Decisions regarding which pediatric patients are most appropriate for CSII must continue to be individualized.
",Double click,ObservationalStudy,2006.0,Ireland,Done
Brief report: disordered eating and psychosocial factors in adolescent females with type 1 diabetes mellitus.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/16014821/),"
To evaluate whether insulin pump therapy [continuous subcutaneous insulin infusion (CSII)] is associated with a lower frequency of disordered eating, better glycemic control, and improved quality of life and self-efficacy compared to multiple daily injections (MDI) in adolescent females with type 1 diabetes mellitus (T1DM).
This cross-sectional study included 22 adolescent females using CSII and 47 adolescent females using MDI who completed standardized questionnaires measuring disordered eating, quality of life, and self-efficacy. Most recent glycosylated hemoglobin (HbA1(c)) and measures of personal characteristics were drawn from medical records.
The CSII group exhibited better glycemic control and reported higher quality of life and more self-efficacy. However, the groups did not differ significantly on disordered eating behaviors and attitudes.
Insulin pump therapy may provide a means for improving glycemic control, quality of life, and self-efficacy in adolescent females with type 1 diabetes.
",Double click,ObservationalStudy,2005.0,United States,Done
Causes of diabetic ketoacidosis among adults with type 1 diabetes mellitus: insulin pump users and non-users.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/33318067/),"
Insulin pumps are increasingly being used as a method of insulin delivery in patients with type 1 diabetes mellitus (T1DM). Diabetic ketoacidosis (DKA) is a serious complication of T1DM. This study aims to identify the causes of DKA in patients with T1DM on continuous subcutaneous insulin infusion (CSII) and to compare these with patients with T1DM on multiple daily insulin injections (MDIIs).
This is a prospective observational study between January and June 2019 at the Cleveland Clinic Fairview Hospital. Demographic, clinical, and biochemical data were obtained from chart review. A questionnaire to explore additional clinical data relating to DKA was administered, with additional items for patients on the insulin pump.
Seventy-four patients were admitted with a diagnosis of DKA between the period of January and June 2019. Of these, 45 met the inclusion criteria and 43 consented. These were divided into two groups: group 1 included patients on MDII and group 2 included CSII. Overall, the most common precipitating factor for developing DKA was insulin non-adherence, seen in 51.2% of the cases. The most common cause of DKA in group 2 was pump/tubing related to 55% of the cases.
Despite non-adherence being common in both CSII and MDII, a combination of social factors, education and insulin pump malfunction, such as pump/tubing problems, might be playing a pivotal role in DKA etiology in young adults with T1DM, especially in CSII users. Continued education on pump use may reduce the rate of DKA in pump users.
Â© Author(s) (or their employer(s)) 2020. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.
",Double click,ObservationalStudy,,England,Not done
A multi-center randomized controlled trial of the LenoMed ATA-I-1-0 insulin pump for the intensive treatment of diabetic patients.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/33313230/),"
Continuous subcutaneous insulin infusion (CSII) is an effective method for managing diabetes. The aim of this study was to evaluate the efficacy and safety of the LenoMed ATA-I-1-0 insulin pump for the treatment of patients with type 1 and type 2 diabetes, compared to the Medtronic MMT-712 insulin pump.
A total of 120 subjects with diabetes needing insulin treatment were recruited, and 104 completed the trial. The intervention and control group used the LenoMed and Medtronic insulin pump, respectively. The primary outcome was a reduction in fasting plasma glucose. Secondary outcomes included blood glucose control at 7 time points (before and after each meal, and before sleep), hemoglobin A1c (HbA1c) levels at 1 time point, and accuracy and safety of the pumps.
In the per protocol set of 104 subjects, a significant drop in fasting plasma glucose levels was observed for 98.0% subjects in the intervention group and 92.7% in the control group. There was no statistically significant difference between groups [5.23%; 95% confidence interval (CI): -2.69% -13.2%]. Compared to baseline, levels of blood glucose and HbA1c dropped (P<0.001) at a similar magnitude in both groups. The accuracy and alarm effectiveness was 100%. No adverse event or severe adverse event related to the medication occurred in the study.
The novel injection equipment, the LenoMed ATA-I-1-0 insulin pump, demonstrated efficacy and a good safety profile, and was not inferior to the widely used Medtronic MMT-712 insulin pump. Thus, our study suggests that the LenoMed ATA-I-1-0 insulin pump can be widely used in clinical practice.
2020 Annals of Translational Medicine. All rights reserved.
",Double click,ObservationalStudy,,China,Done
Data-Driven Insights on Behavioral Factors that Affect Diabetes Management.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/33019237/),"
The prevalence of personal health data from wearable devices enables new opportunities to understand the impact of behavioral factors on health. Unlike consumer devices that are often auxiliary, such as Fitbit and Garmin, wearable medical devices like continuous glucose monitoring (CGM) devices and insulin pumps are becoming critical in diabetes care to minimize the occurrence of adverse glycemic events. Joint analysis of CGM and insulin pump data can provide unparalleled insights on how to modify treatment regimen to improve diabetes management outcomes. In this paper, we employ a data-driven approach to study the relationship between key behavioral factors and proximal diabetic management indicators. Our dataset includes an average of 161 days of time-matched CGM and insulin pump data from 34 subjects with Type 1 Diabetes (T1D). By employing hypothesis testing and association mining, we observe that smaller meals and insulin doses are associated with better glycemic outcomes compared to larger meals and insulin doses. Meanwhile, the occurrence of interrupted sleep is associated with poorer glycemic outcomes. This paper introduces a method for inferring disrupted sleep from wearable diabetes-device data and provides a baseline for future research on sleep quality and diabetes. This work also provides insights for development of decision-support tools for improving short- and long-term outcomes in diabetes care.
",Double click,ObservationalStudy,,United States,Not done
The Use of Technology in Managing Diabetes in Youth Part 3-Special Considerations: Integration Into the School Setting.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/32831003/),"
The advantages of continuous glucose monitoring (CGM) and insulin pump systems have increased the popularity of these devices among students in the school setting. The use of diabetes technology at school and school-sponsored activities strengthens the student's consistent use of the technology and increases the overall beneficial effects. The school nurse has many considerations when supporting the student with diabetes technology. Integrating this technology into diabetes care at school can be complex with collaboration and safety considerations fundamental to success. This is the third article in a three-part series on the use of technology in managing diabetes in youth. The first article described CGM devices and provided tips for the school nurse in incorporating CGM into the student's individualized healthcare plan. The second article summarized insulin pump technologies, from conventional insulin pump therapy to advance automated insulin delivery systems and described keys to success with insulin pump technologies. The purpose of this article is to address some special considerations for facilitating the use of diabetes technology in the school setting. Topics to be discussed are tips on including insulin pump therapy in the student's individualized healthcare plan, safe use of diabetes technology during physical activity, and implications for school nursing practice.
",Double click,ObservationalStudy,,United States,Not done
Evaluating Feasibility of Personal Diabetes Device Data Collection for Research.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/32773517/),"
Diabetes devices, like insulin pumps and continuous glucose monitors (CGMs), capture and store patient adherence and utilization data that can be retrieved or downloaded providing objective information on self-management behaviors; yet, diabetes device data remain underutilized in research.
The aim of the study was to examine the usability and feasibility of personal diabetes device data collected using a clinical download platform retooled for research purposes.
Investigators evaluated the feasibility of raw diabetes device data collection. One hundred eight preteens and adolescents with Type 1 diabetes and their parents provided consent/assent.
Data were successfully collected from the diabetes devices (insulin pumps and CGM) of 97 youth using a clinical download software adapted for research, including data from all three commercially available CGM systems and insulin pumps brands, which contained all current and previous models of each insulin pump brand. The time required to download, mode of connection, and process varied significantly between brands. Despite the use of an agnostic download software, some outdated device brands and cloud-based CGM data were unsupported during data collection. Within the download software, dummy clinical accounts were created for each study participant, which were then linked back to a master study account for data retrieval. Raw device data were extracted into seven to eight Excel files per participant, which were then used to develop aggregate daily measures.
Our analysis is the first of its kind to examine the feasibility of raw diabetes device data using a clinical download software. The investigators highlight issues encountered throughout the research process, along with mitigating strategies to inform future inquiry.
This study demonstrates the feasibility of raw data collection, from a wide variety of insulin pump and CGM brands, through the retooling of a clinical download software. Data from these personal devices provide a unique opportunity to study self-management behavior and the glycemic response of individuals in their everyday environments.
",Double click,ObservationalStudy,,United States,Not done
